trap,replacement notes,year,province,onekm,H_annulatus,H_leptocephalus,H_mesillae,H_carinata,M_campanulae,M_inermis,M_lapponica,M_mendica,M_inimica,M_frugalis,M_centuncularis,M_brevis,M_rotundata,M_relativa,M_pugnata,O_lignaria,O_pumila,O_tersula,O_albiventris,O_georgica,I_mexicana,A_antilope,A_spinolae,E_foraminatus,S_canadensis,S_cristatus
412,none,2018,EBF,ElmCreekPR-ENC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
413,none,2018,EBF,CoonRapidsDamRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
414,none,2018,EBF,NoerenbergGar.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,0,0,0,0
415,none,2018,EBF,SilverwoodP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,none,2018,EBF,ElmCreekPRopen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0
417,none,2018,EBF,ElmCreekPRwooded,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
418,none,2018,EBF,Crow-HassanPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,none,2018,EBF,MurphyHanrehanPR,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,none,2018,EBF,Crow-HassanPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
421,none,2018,EBF,MurphyHanrehanPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,none,2018,EBF,CarverPRopen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
424,none,2018,EBF,FrenchRP,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0
425,none,2018,LMF,"Taft,Fredenberg",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
426,none,2018,EBF,LakeRachel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,none,2018,LMF,"KabetogamaSF,WakemupBay",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
428,none,2018,PP,JeffersPetroglyphs,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0
429,none,2018,EBF,ArdenHillsIslandBeachClub,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,none,2018,EBF,"Dassel, 240St.x726Ave.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
431,none,2018,PP,AlternativeRootsFarm,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0
432,none,2018,EBF,MNValleyNWR-VC,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,none,2018,EBF,TamarackNC,0,0,0,1,0,0,0,0,0,0,0,0,11,0,6,0,4,0,0,0,0,0,0,0,0,0
434,none,2018,EBF,"Ashby,Hwy82xT-105",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
435,none,2018,PP,"Sleepyeye,CottonwoodRv",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,none,2018,LMF,"Saginaw,CanosiaRdxPineRv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,4,0
437,none,2018,PP,NewLondon-S SchNAnorth,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,none,2018,EBF,"Prosper,120xDeerRd",0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
439,none,2018,EBF,PilotMoundTwshp,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0,3,0,0,0
440,none,2018,EBF,"Houston,T-243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0
441,none,2018,LMF,HawkRidgeNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
442,none,2018,LMF,"Bluffton,Hwy75x365st",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
443,none,2018,EBF,"Maine,Hwy35x74",0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
444,none,2018,EBF,"LakeFrancis,Kingston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
445,none,2018,EBF,"Minnetrista,Hwy26x110",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
448,none,2018,LMF,"Chester,St.Scholastica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
449,none,2018,PP,Clarkfield,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,none,2018,PP,"Sunberg,165avexHwy28",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,2,0
451,none,2018,EBF,WestwoodHillsNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
453,none,2018,PP,"Revere,Hwy6x240st",0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
454,none,2018,EBF,"Buffalo,BoltonDr.x35",0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
456,none,2018,LMF,"Gr.Marais,Hwy61xxBethanyDr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,none,2018,EBF,SavageFenSNA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
458,none,2018,EBF,CarltonArbTrail,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
459,none,2018,LMF,GrandRapidsNE6thAve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0
460,none,2018,PP,RoundLakexLongLake,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
461,none,2018,PP,LakeCrystalHwy11xHwy20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
462,none,2018,PP,NorselandBSAcamp,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
463,none,2018,EBF,MiesvilleRavinePR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
464,none,2018,EBF,SpringLakeRP,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
465,none,2018,EBF,Faribault,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
466,none,2018,EBF,"ParkersPrairie,LakeMarys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,1,0,0,0,0
467,none,2018,EBF,Dover,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,none,2018,PP,PipestoneNM,0,0,0,3,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
469,none,2018,LMF,FondDuLacTribalComCols,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,1,0
471,none,2018,TAP,LakeBronson,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0
472,none,2018,PP,"BinghamLake,xHwy44",0,0,0,8,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,6,0,0,4,0,0
473,none,2018,PP,Nicollet,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,none,2018,LMF,MooseMountainSNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
475,none,2018,PP,CambriaWMA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
476,none,2018,EBF,MiesvilleRavinePR,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0
477,none,2018,EBF,"St.Paul,USt.Thomas",0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,3,0
478,none,2018,EBF,LakeNokomisP,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
479,none,2018,EBF,St.CroixIslandsSWA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,8,0,1,0,0,0
480,none,2018,EBF,"St.Paul,ComoP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0
481,none,2018,EBF,"Austin,JCHormelNC",0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0
482,none,2018,EBF,"Ottawa,MNRiver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
483,none,2018,EBF,NorthMankatoyard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,2,0,0,0,0,0
484,none,2018,EBF,MNZooEast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
485,none,2018,PP,"St.James,131x370st",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
486,none,2018,PP,"Mankato,586LnxLeSueurRv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
487,none,2018,PP,"Windom,Hwy13x490ave",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488,none,2018,PP,"Windom,390Stx400ave",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,none,2018,EBF,"Cormorant,115StxHwy145",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,none,2018,EBF,BeckerSWMA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,none,2018,PP,"Tansem,Rollag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,none,2018,LMF,HartleyNC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0
494,none,2018,LMF,LakeBemidjiSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,none,2018,LMF,"Chester,St.Scholastica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,none,2018,LMF,"Chester,St.Scholastica",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
497,none,2018,LMF,"Duluth,Glensheen",0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0
498,none,2018,LMF,"Bemidji,FrohnRdxHwy12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
499,none,2018,EBF,CarlosAveryWMA-Zodiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0
500,none,2018,LMF,BWCAFarmLake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
501,none,2018,LMF,"Makinen,Hwy4xTownLnRd",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,4,0,0,0,1,0,0,0,0
502,none,2018,EBF,"Lewiston, HavenwoodRd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,1,0
503,none,2018,LMF,"Burnett,CloquetRv",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0
504,none,2018,PP,"Windom,DesMoinesRixHwy14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,none,2018,PP,"Waubun,T-109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,none,2018,LMF,"Bemidji,LamonRdxPinchberryRd",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
507,none,2018,LMF,HappyDancingTurtle,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
508,none,2018,LMF,BoulderLakeELC,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0
509,none,2018,LMF,Duluth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
510,none,2018,PP,CedarRockWMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
511,none,2018,PP,KanaranziCrkxHwy13,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,1,0,4,0,0
512,none,2018,PP,SmithLake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
513,none,2018,PP,BashawSWMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
514,none,2018,EBF,LostValleySNA,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
515,none,2018,EBF,"Eagan,TiffanyDr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,none,2018,EBF,UncasDunesSNA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
517,none,2018,EBF,SpringCreekPrairieSNA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,none,2018,PP,LambertonWMA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,none,2018,EBF,BlanketFlowerPrairieSNA,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
520,none,2018,EBF,BlanketFlowerPrairieSNA,0,0,0,6,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
521,none,2018,EBF,CountryCrossingsP,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
522,none,2018,PP,LacquiParleSPnorth,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
523,none,2018,PP,"NewLondon,PointLake",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
524,none,2018,LMF,LostRiverSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
525,none,2018,PP,"Correll,Hwy12xHwy36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
526,none,2018,PP,UpperSiouxAgencySP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0
527,none,2018,EBF,QuarryParkSNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,none,2018,EBF,ClearLakeSNA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
529,none,2018,EBF,WhitewaterSP,0,0,0,1,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0,0
530,none,2018,LMF,LittleTooMuchLakeSNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0
531,none,2018,EBF,SandCouleeSNA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
532,none,2018,PP,Sanborn,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,none,2018,EBF,"Preston,StPaulStxFarmerSt",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
534,none,2018,PP,"IowaLk,BSACedarPt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
535,none,2018,EBF,CarletonCollMcNightP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9,none,2016,EBF,ElmCreekPRwooded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,none,2016,EBF,MurphyHanrehanPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,none,2017,EBF,CedarCreekESR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,none,2016,EBF,StJohn'sUArb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,none,2016,PP,ShalomHillFarm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,none,2016,PP,PrairieWoodsELC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,none,2017,PP,NorthMankato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,none,2018,EBF,CarverPRwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,none,2018,PP,Worthington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0